from:START_ID,to:END_ID,:TYPE
142395,1,IS
76863,1,IS
11331,1,IS
11332,1,IS
11333,1,IS
11334,1,IS
44107,1,IS
142411,1,IS
142412,1,IS
11342,1,IS
11343,1,IS
142415,1,IS
109649,1,IS
11346,1,IS
44115,1,IS
44116,1,IS
44117,1,IS
142419,1,IS
11351,1,IS
44120,1,IS
44121,1,IS
44123,1,IS
44125,1,IS
44126,1,IS
109662,1,IS
44129,1,IS
11364,1,IS
76902,1,IS
11367,1,IS
76904,1,IS
76906,1,IS
76908,1,IS
11374,1,IS
44146,1,IS
44148,1,IS
76917,1,IS
109684,1,IS
109685,1,IS
11386,1,IS
11387,1,IS
44156,1,IS
44155,1,IS
11390,1,IS
11391,1,IS
11392,1,IS
44162,1,IS
11395,1,IS
11396,1,IS
11397,1,IS
109699,1,IS
109705,1,IS
11402,1,IS
109707,1,IS
109709,1,IS
76942,1,IS
11407,1,IS
44180,1,IS
11413,1,IS
11415,1,IS
44184,1,IS
76957,1,IS
109725,1,IS
44196,1,IS
142502,1,IS
11431,1,IS
11433,1,IS
11434,1,IS
76972,1,IS
11438,1,IS
11439,1,IS
11441,1,IS
11446,1,IS
11449,1,IS
109759,1,IS
11457,1,IS
44226,1,IS
44228,1,IS
109765,1,IS
109766,1,IS
76999,1,IS
11464,1,IS
77000,1,IS
142537,1,IS
142539,1,IS
11469,1,IS
11470,1,IS
109781,1,IS
44248,1,IS
11481,1,IS
11482,1,IS
109784,1,IS
11488,1,IS
11491,1,IS
11494,1,IS
142568,1,IS
109801,1,IS
142569,1,IS
11499,1,IS
11500,1,IS
142570,1,IS
142572,1,IS
44271,1,IS
11506,1,IS
109811,1,IS
142580,1,IS
11509,1,IS
44277,1,IS
109815,1,IS
11512,1,IS
44280,1,IS
109816,1,IS
109817,1,IS
109819,1,IS
109820,1,IS
109821,1,IS
44287,1,IS
109822,1,IS
109823,1,IS
109826,1,IS
11523,1,IS
44294,1,IS
109836,1,IS
11534,1,IS
142606,1,IS
109840,1,IS
77073,1,IS
77079,1,IS
77085,1,IS
11555,1,IS
11556,1,IS
11562,1,IS
142634,1,IS
142636,1,IS
77107,1,IS
77110,1,IS
109878,1,IS
109879,1,IS
44345,1,IS
142654,1,IS
142655,1,IS
106509,1,IS
44361,1,IS
142666,1,IS
44363,1,IS
106511,1,IS
142676,1,IS
109910,1,IS
142679,1,IS
44376,1,IS
44377,1,IS
11610,1,IS
11611,1,IS
44379,1,IS
11613,1,IS
11612,1,IS
77147,1,IS
77148,1,IS
77149,1,IS
77150,1,IS
142686,1,IS
11621,1,IS
139081,1,IS
11634,1,IS
11635,1,IS
44405,1,IS
77175,1,IS
142712,1,IS
142713,1,IS
44412,1,IS
109949,1,IS
142716,1,IS
44416,1,IS
142720,1,IS
44418,1,IS
44419,1,IS
142721,1,IS
109959,1,IS
44424,1,IS
11656,1,IS
109961,1,IS
142729,1,IS
142733,1,IS
109967,1,IS
77203,1,IS
44436,1,IS
142739,1,IS
142741,1,IS
11671,1,IS
44439,1,IS
44440,1,IS
44441,1,IS
44443,1,IS
142743,1,IS
142745,1,IS
77214,1,IS
11679,1,IS
44450,1,IS
109989,1,IS
11687,1,IS
11688,1,IS
77225,1,IS
77226,1,IS
142763,1,IS
11692,1,IS
77229,1,IS
142764,1,IS
142768,1,IS
110003,1,IS
44469,1,IS
44470,1,IS
110006,1,IS
44472,1,IS
77245,1,IS
44479,1,IS
77247,1,IS
11718,1,IS
44489,1,IS
77257,1,IS
44491,1,IS
44492,1,IS
77260,1,IS
110027,1,IS
11731,1,IS
142811,1,IS
142813,1,IS
77280,1,IS
11745,1,IS
11746,1,IS
139105,1,IS
11755,1,IS
44525,1,IS
54440,1,IS
110064,1,IS
77299,1,IS
139109,1,IS
142843,1,IS
142845,1,IS
44542,1,IS
77311,1,IS
142846,1,IS
142847,1,IS
142848,1,IS
142855,1,IS
142856,1,IS
110090,1,IS
110091,1,IS
11792,1,IS
44561,1,IS
44562,1,IS
110103,1,IS
142875,1,IS
142876,1,IS
77343,1,IS
142880,1,IS
77347,1,IS
44580,1,IS
110115,1,IS
142883,1,IS
142885,1,IS
110122,1,IS
110131,1,IS
110133,1,IS
110134,1,IS
142903,1,IS
142904,1,IS
77369,1,IS
110139,1,IS
142907,1,IS
142908,1,IS
142909,1,IS
77375,1,IS
142910,1,IS
142913,1,IS
142914,1,IS
11843,1,IS
77381,1,IS
11848,1,IS
11849,1,IS
77394,1,IS
77395,1,IS
11861,1,IS
77397,1,IS
77398,1,IS
77403,1,IS
77404,1,IS
77405,1,IS
142939,1,IS
142940,1,IS
142942,1,IS
11873,1,IS
142945,1,IS
77411,1,IS
77412,1,IS
142946,1,IS
77414,1,IS
142949,1,IS
142951,1,IS
142952,1,IS
77418,1,IS
142953,1,IS
142954,1,IS
44653,1,IS
142959,1,IS
142960,1,IS
142961,1,IS
142962,1,IS
142963,1,IS
11894,1,IS
77431,1,IS
77432,1,IS
77430,1,IS
142969,1,IS
77435,1,IS
11900,1,IS
77437,1,IS
44673,1,IS
11911,1,IS
11913,1,IS
44682,1,IS
142987,1,IS
44694,1,IS
11928,1,IS
44700,1,IS
110237,1,IS
11934,1,IS
77470,1,IS
44707,1,IS
11947,1,IS
11957,1,IS
77494,1,IS
77499,1,IS
11968,1,IS
11972,1,IS
11982,1,IS
11983,1,IS
44752,1,IS
143059,1,IS
44756,1,IS
143061,1,IS
44758,1,IS
143062,1,IS
11992,1,IS
143066,1,IS
143071,1,IS
44774,1,IS
143079,1,IS
44783,1,IS
110322,1,IS
110323,1,IS
110324,1,IS
143093,1,IS
110342,1,IS
44809,1,IS
12045,1,IS
12046,1,IS
77583,1,IS
77584,1,IS
44817,1,IS
12050,1,IS
110361,1,IS
110362,1,IS
77598,1,IS
110366,1,IS
12064,1,IS
12065,1,IS
143137,1,IS
44837,1,IS
77606,1,IS
143141,1,IS
143144,1,IS
143148,1,IS
110383,1,IS
44853,1,IS
44854,1,IS
44855,1,IS
110392,1,IS
143161,1,IS
143162,1,IS
143163,1,IS
143165,1,IS
143166,1,IS
143167,1,IS
143168,1,IS
143174,1,IS
47996,1,IS
44876,1,IS
110413,1,IS
12110,1,IS
44878,1,IS
12116,1,IS
77652,1,IS
110420,1,IS
12119,1,IS
110429,1,IS
110432,1,IS
110435,1,IS
12134,1,IS
77672,1,IS
12141,1,IS
12142,1,IS
44911,1,IS
12156,1,IS
110460,1,IS
110461,1,IS
110465,1,IS
110470,1,IS
143238,1,IS
143239,1,IS
143240,1,IS
143241,1,IS
12171,1,IS
143242,1,IS
143243,1,IS
143244,1,IS
12177,1,IS
77715,1,IS
77717,1,IS
77718,1,IS
77719,1,IS
77720,1,IS
143256,1,IS
12187,1,IS
77726,1,IS
110498,1,IS
12199,1,IS
44967,1,IS
110509,1,IS
110511,1,IS
44979,1,IS
44981,1,IS
12214,1,IS
77750,1,IS
110518,1,IS
143289,1,IS
77754,1,IS
12219,1,IS
12220,1,IS
110525,1,IS
12222,1,IS
12223,1,IS
12224,1,IS
12225,1,IS
12226,1,IS
110526,1,IS
12229,1,IS
77766,1,IS
45000,1,IS
143304,1,IS
45002,1,IS
143305,1,IS
143306,1,IS
110541,1,IS
77774,1,IS
110543,1,IS
110544,1,IS
143307,1,IS
143308,1,IS
77779,1,IS
12244,1,IS
143309,1,IS
143310,1,IS
143311,1,IS
143314,1,IS
143315,1,IS
45018,1,IS
143316,1,IS
143317,1,IS
45021,1,IS
45022,1,IS
77791,1,IS
110559,1,IS
143320,1,IS
12258,1,IS
77798,1,IS
110566,1,IS
12265,1,IS
110570,1,IS
45041,1,IS
110581,1,IS
110588,1,IS
77822,1,IS
12295,1,IS
12296,1,IS
45065,1,IS
110600,1,IS
45067,1,IS
45068,1,IS
77835,1,IS
77836,1,IS
110601,1,IS
45072,1,IS
110602,1,IS
110622,1,IS
110623,1,IS
110626,1,IS
45093,1,IS
12326,1,IS
77862,1,IS
12330,1,IS
45102,1,IS
45106,1,IS
45109,1,IS
12350,1,IS
45118,1,IS
45119,1,IS
45120,1,IS
45128,1,IS
12361,1,IS
12362,1,IS
45131,1,IS
77898,1,IS
45137,1,IS
77907,1,IS
110679,1,IS
45146,1,IS
110683,1,IS
45148,1,IS
110687,1,IS
12384,1,IS
12385,1,IS
45152,1,IS
77920,1,IS
110688,1,IS
45155,1,IS
12391,1,IS
45160,1,IS
12394,1,IS
45163,1,IS
45164,1,IS
12396,1,IS
45166,1,IS
110716,1,IS
110717,1,IS
12414,1,IS
110718,1,IS
77951,1,IS
110721,1,IS
77954,1,IS
110723,1,IS
45188,1,IS
77956,1,IS
110726,1,IS
110733,1,IS
45198,1,IS
45199,1,IS
110734,1,IS
110735,1,IS
45202,1,IS
110736,1,IS
110737,1,IS
110738,1,IS
12438,1,IS
12439,1,IS
77975,1,IS
12441,1,IS
77974,1,IS
110739,1,IS
110740,1,IS
110741,1,IS
110742,1,IS
110746,1,IS
45216,1,IS
110747,1,IS
110748,1,IS
110749,1,IS
45220,1,IS
110750,1,IS
110751,1,IS
110752,1,IS
110753,1,IS
110754,1,IS
110755,1,IS
110756,1,IS
110757,1,IS
110758,1,IS
110759,1,IS
110760,1,IS
78000,1,IS
12465,1,IS
110761,1,IS
110762,1,IS
110764,1,IS
78005,1,IS
110765,1,IS
110766,1,IS
110767,1,IS
110768,1,IS
110769,1,IS
45243,1,IS
78011,1,IS
45245,1,IS
78012,1,IS
78013,1,IS
110775,1,IS
110776,1,IS
110777,1,IS
110779,1,IS
110784,1,IS
12485,1,IS
12486,1,IS
110785,1,IS
110786,1,IS
110787,1,IS
110792,1,IS
45259,1,IS
45260,1,IS
110797,1,IS
110798,1,IS
110799,1,IS
12496,1,IS
110800,1,IS
110801,1,IS
110802,1,IS
110803,1,IS
110804,1,IS
110805,1,IS
110806,1,IS
110807,1,IS
110808,1,IS
12507,1,IS
110812,1,IS
12520,1,IS
78057,1,IS
12523,1,IS
78062,1,IS
12527,1,IS
110835,1,IS
12532,1,IS
110836,1,IS
110838,1,IS
78076,1,IS
110844,1,IS
110846,1,IS
12547,1,IS
78084,1,IS
78085,1,IS
12550,1,IS
12551,1,IS
78087,1,IS
110856,1,IS
78090,1,IS
78091,1,IS
12556,1,IS
45325,1,IS
12558,1,IS
12559,1,IS
12560,1,IS
78093,1,IS
12562,1,IS
12563,1,IS
12564,1,IS
12565,1,IS
12567,1,IS
45336,1,IS
12569,1,IS
12570,1,IS
12571,1,IS
110872,1,IS
12573,1,IS
12574,1,IS
12575,1,IS
12576,1,IS
12577,1,IS
12578,1,IS
78109,1,IS
110885,1,IS
78118,1,IS
110886,1,IS
110887,1,IS
110889,1,IS
78131,1,IS
78134,1,IS
45368,1,IS
45371,1,IS
110909,1,IS
110911,1,IS
110912,1,IS
12618,1,IS
110925,1,IS
12623,1,IS
12624,1,IS
45397,1,IS
45398,1,IS
78166,1,IS
110942,1,IS
12639,1,IS
110943,1,IS
45409,1,IS
110944,1,IS
45411,1,IS
12644,1,IS
78179,1,IS
45421,1,IS
45422,1,IS
45423,1,IS
45424,1,IS
110962,1,IS
110969,1,IS
110973,1,IS
45439,1,IS
110977,1,IS
45445,1,IS
110987,1,IS
110988,1,IS
12687,1,IS
110991,1,IS
110993,1,IS
110994,1,IS
110996,1,IS
45464,1,IS
12703,1,IS
12704,1,IS
111007,1,IS
111013,1,IS
111015,1,IS
78250,1,IS
111023,1,IS
45488,1,IS
45489,1,IS
111027,1,IS
111028,1,IS
78262,1,IS
111030,1,IS
78264,1,IS
111033,1,IS
78266,1,IS
111034,1,IS
45500,1,IS
78269,1,IS
111036,1,IS
111037,1,IS
111038,1,IS
111039,1,IS
111042,1,IS
78275,1,IS
111044,1,IS
111040,1,IS
78279,1,IS
78280,1,IS
111047,1,IS
111049,1,IS
111050,1,IS
111051,1,IS
78285,1,IS
12750,1,IS
12751,1,IS
45520,1,IS
12753,1,IS
12754,1,IS
45521,1,IS
45522,1,IS
45523,1,IS
45524,1,IS
45525,1,IS
78287,1,IS
78288,1,IS
78289,1,IS
78291,1,IS
111062,1,IS
111066,1,IS
78303,1,IS
111072,1,IS
78307,1,IS
45544,1,IS
45545,1,IS
111080,1,IS
45550,1,IS
111087,1,IS
12785,1,IS
12786,1,IS
45553,1,IS
12788,1,IS
111093,1,IS
111095,1,IS
111096,1,IS
12798,1,IS
45567,1,IS
45569,1,IS
12802,1,IS
12805,1,IS
12806,1,IS
78349,1,IS
111121,1,IS
111122,1,IS
113267,1,IS
78357,1,IS
45592,1,IS
78363,1,IS
111135,1,IS
111141,1,IS
45610,1,IS
78379,1,IS
45614,1,IS
78382,1,IS
45616,1,IS
45617,1,IS
78387,1,IS
78388,1,IS
111159,1,IS
45629,1,IS
78400,1,IS
78401,1,IS
111172,1,IS
111173,1,IS
45644,1,IS
12879,1,IS
45661,1,IS
12900,1,IS
12905,1,IS
78442,1,IS
12908,1,IS
78449,1,IS
111218,1,IS
12919,1,IS
111224,1,IS
12923,1,IS
78461,1,IS
78463,1,IS
111237,1,IS
111238,1,IS
111239,1,IS
12940,1,IS
111244,1,IS
12942,1,IS
45721,1,IS
78505,1,IS
78511,1,IS
12976,1,IS
78516,1,IS
45749,1,IS
12983,1,IS
12984,1,IS
111291,1,IS
111292,1,IS
45766,1,IS
13002,1,IS
13003,1,IS
13005,1,IS
78542,1,IS
78543,1,IS
13008,1,IS
45777,1,IS
78544,1,IS
111313,1,IS
111316,1,IS
45781,1,IS
111318,1,IS
13025,1,IS
13029,1,IS
13030,1,IS
13032,1,IS
111346,1,IS
111347,1,IS
78586,1,IS
45824,1,IS
78593,1,IS
13060,1,IS
13063,1,IS
78603,1,IS
13068,1,IS
13069,1,IS
78607,1,IS
80753,1,IS
78611,1,IS
111379,1,IS
13077,1,IS
111380,1,IS
78622,1,IS
111391,1,IS
13091,1,IS
45861,1,IS
78631,1,IS
45864,1,IS
45866,1,IS
111412,1,IS
111414,1,IS
13114,1,IS
78650,1,IS
13119,1,IS
45889,1,IS
78657,1,IS
13124,1,IS
13125,1,IS
13127,1,IS
13128,1,IS
13129,1,IS
13130,1,IS
45895,1,IS
45897,1,IS
13133,1,IS
13134,1,IS
13135,1,IS
45898,1,IS
13137,1,IS
13141,1,IS
13142,1,IS
111445,1,IS
45912,1,IS
111446,1,IS
111449,1,IS
45923,1,IS
13159,1,IS
100309,1,IS
111465,1,IS
78698,1,IS
78699,1,IS
111467,1,IS
111468,1,IS
13173,1,IS
111479,1,IS
111486,1,IS
78720,1,IS
45954,1,IS
111495,1,IS
45966,1,IS
13200,1,IS
13204,1,IS
78744,1,IS
111512,1,IS
111514,1,IS
78748,1,IS
111518,1,IS
111519,1,IS
111521,1,IS
111523,1,IS
111525,1,IS
45990,1,IS
111526,1,IS
45992,1,IS
111527,1,IS
45994,1,IS
45995,1,IS
111528,1,IS
78765,1,IS
111529,1,IS
111530,1,IS
111533,1,IS
111534,1,IS
111536,1,IS
13235,1,IS
111537,1,IS
13237,1,IS
111540,1,IS
46007,1,IS
111543,1,IS
78777,1,IS
78778,1,IS
100325,1,IS
46012,1,IS
13245,1,IS
111548,1,IS
111549,1,IS
13248,1,IS
78784,1,IS
111550,1,IS
100327,1,IS
111552,1,IS
111553,1,IS
111554,1,IS
13255,1,IS
111556,1,IS
111563,1,IS
13260,1,IS
78797,1,IS
111564,1,IS
13263,1,IS
13264,1,IS
13265,1,IS
111565,1,IS
111566,1,IS
111572,1,IS
111573,1,IS
13270,1,IS
111576,1,IS
111577,1,IS
13274,1,IS
111579,1,IS
46045,1,IS
46046,1,IS
78814,1,IS
111581,1,IS
111585,1,IS
111586,1,IS
111587,1,IS
111589,1,IS
78822,1,IS
111590,1,IS
111591,1,IS
111592,1,IS
46058,1,IS
111593,1,IS
46065,1,IS
46066,1,IS
78834,1,IS
13300,1,IS
13306,1,IS
13307,1,IS
13308,1,IS
78842,1,IS
13310,1,IS
78843,1,IS
111613,1,IS
13313,1,IS
46082,1,IS
46086,1,IS
78854,1,IS
78859,1,IS
78860,1,IS
111627,1,IS
13326,1,IS
46095,1,IS
111631,1,IS
13329,1,IS
13330,1,IS
111635,1,IS
46105,1,IS
78874,1,IS
111646,1,IS
78879,1,IS
111647,1,IS
111649,1,IS
111650,1,IS
111651,1,IS
111652,1,IS
111653,1,IS
111654,1,IS
111655,1,IS
46120,1,IS
13353,1,IS
46121,1,IS
13355,1,IS
46122,1,IS
78888,1,IS
78891,1,IS
111656,1,IS
111657,1,IS
111658,1,IS
111659,1,IS
111660,1,IS
111661,1,IS
111662,1,IS
111664,1,IS
111667,1,IS
111668,1,IS
111669,1,IS
111670,1,IS
111671,1,IS
111672,1,IS
111673,1,IS
13374,1,IS
111675,1,IS
111676,1,IS
111677,1,IS
111678,1,IS
78915,1,IS
111679,1,IS
111680,1,IS
111682,1,IS
78919,1,IS
111683,1,IS
111684,1,IS
13386,1,IS
46154,1,IS
111685,1,IS
111686,1,IS
111687,1,IS
111688,1,IS
46160,1,IS
78928,1,IS
46162,1,IS
111690,1,IS
111692,1,IS
111695,1,IS
13398,1,IS
111699,1,IS
13400,1,IS
111700,1,IS
111701,1,IS
111706,1,IS
13396,1,IS
111709,1,IS
111711,1,IS
13409,1,IS
13410,1,IS
46180,1,IS
13415,1,IS
13423,1,IS
111728,1,IS
111730,1,IS
111731,1,IS
13428,1,IS
111734,1,IS
13434,1,IS
111744,1,IS
46211,1,IS
111748,1,IS
78981,1,IS
13449,1,IS
13450,1,IS
46220,1,IS
46221,1,IS
46224,1,IS
13459,1,IS
111767,1,IS
79000,1,IS
79001,1,IS
111768,1,IS
111769,1,IS
46238,1,IS
13472,1,IS
111776,1,IS
13474,1,IS
13475,1,IS
13476,1,IS
111777,1,IS
13478,1,IS
111778,1,IS
46253,1,IS
111795,1,IS
111797,1,IS
111800,1,IS
111805,1,IS
46273,1,IS
13507,1,IS
79045,1,IS
111818,1,IS
111821,1,IS
13518,1,IS
79055,1,IS
111823,1,IS
79059,1,IS
111833,1,IS
13531,1,IS
79068,1,IS
13547,1,IS
111855,1,IS
111865,1,IS
46330,1,IS
111866,1,IS
111868,1,IS
46333,1,IS
111870,1,IS
111871,1,IS
111872,1,IS
111880,1,IS
13577,1,IS
111883,1,IS
46350,1,IS
111887,1,IS
13585,1,IS
46354,1,IS
13588,1,IS
13592,1,IS
79128,1,IS
46362,1,IS
79133,1,IS
79134,1,IS
111902,1,IS
46374,1,IS
79143,1,IS
111915,1,IS
79148,1,IS
13617,1,IS
111922,1,IS
111923,1,IS
13625,1,IS
46398,1,IS
46399,1,IS
46406,1,IS
46407,1,IS
111943,1,IS
46409,1,IS
111942,1,IS
46422,1,IS
113434,1,IS
13660,1,IS
79197,1,IS
46431,1,IS
79200,1,IS
13666,1,IS
46436,1,IS
13668,1,IS
46444,1,IS
111981,1,IS
79215,1,IS
111990,1,IS
111997,1,IS
111998,1,IS
112000,1,IS
112003,1,IS
79242,1,IS
46475,1,IS
112010,1,IS
46478,1,IS
46479,1,IS
46481,1,IS
79254,1,IS
79255,1,IS
13720,1,IS
46488,1,IS
79256,1,IS
46494,1,IS
46502,1,IS
46503,1,IS
13741,1,IS
46509,1,IS
79279,1,IS
46512,1,IS
13745,1,IS
112048,1,IS
13748,1,IS
13749,1,IS
79288,1,IS
13758,1,IS
13759,1,IS
13760,1,IS
13761,1,IS
46526,1,IS
13763,1,IS
13764,1,IS
13765,1,IS
46530,1,IS
79296,1,IS
46529,1,IS
112066,1,IS
112073,1,IS
13777,1,IS
112087,1,IS
13786,1,IS
46559,1,IS
13792,1,IS
13793,1,IS
46560,1,IS
46561,1,IS
112097,1,IS
46565,1,IS
79333,1,IS
79334,1,IS
46572,1,IS
79344,1,IS
112112,1,IS
112113,1,IS
112114,1,IS
112121,1,IS
46586,1,IS
13823,1,IS
13825,1,IS
79362,1,IS
112129,1,IS
112134,1,IS
112135,1,IS
112138,1,IS
112139,1,IS
112140,1,IS
79373,1,IS
79375,1,IS
13845,1,IS
79382,1,IS
13847,1,IS
46618,1,IS
79391,1,IS
79392,1,IS
79393,1,IS
46626,1,IS
79395,1,IS
13861,1,IS
133013,1,IS
13863,1,IS
13864,1,IS
13865,1,IS
133014,1,IS
13869,1,IS
112176,1,IS
13873,1,IS
13875,1,IS
112179,1,IS
79413,1,IS
112180,1,IS
79415,1,IS
79416,1,IS
112183,1,IS
79418,1,IS
79419,1,IS
79420,1,IS
79423,1,IS
79424,1,IS
112192,1,IS
46658,1,IS
79426,1,IS
79435,1,IS
46668,1,IS
112203,1,IS
46670,1,IS
112205,1,IS
112207,1,IS
112209,1,IS
46674,1,IS
46675,1,IS
46676,1,IS
46677,1,IS
112210,1,IS
112212,1,IS
112213,1,IS
112217,1,IS
112218,1,IS
112219,1,IS
13916,1,IS
112221,1,IS
112222,1,IS
13925,1,IS
13926,1,IS
46693,1,IS
112233,1,IS
79466,1,IS
112235,1,IS
112237,1,IS
13936,1,IS
13938,1,IS
13940,1,IS
13941,1,IS
112244,1,IS
112249,1,IS
112254,1,IS
13959,1,IS
46727,1,IS
13961,1,IS
79496,1,IS
112266,1,IS
112269,1,IS
79502,1,IS
79504,1,IS
79505,1,IS
79507,1,IS
112275,1,IS
112276,1,IS
46742,1,IS
112282,1,IS
13984,1,IS
13985,1,IS
46758,1,IS
13992,1,IS
46760,1,IS
46763,1,IS
46764,1,IS
112299,1,IS
112301,1,IS
112303,1,IS
46770,1,IS
46771,1,IS
112310,1,IS
14007,1,IS
46776,1,IS
46777,1,IS
46778,1,IS
46779,1,IS
46780,1,IS
46781,1,IS
46782,1,IS
46783,1,IS
14016,1,IS
46784,1,IS
46785,1,IS
46786,1,IS
46787,1,IS
112322,1,IS
46790,1,IS
46791,1,IS
79560,1,IS
46793,1,IS
14026,1,IS
46794,1,IS
46795,1,IS
46796,1,IS
14030,1,IS
112335,1,IS
79568,1,IS
79570,1,IS
112348,1,IS
79588,1,IS
112378,1,IS
14075,1,IS
14077,1,IS
46847,1,IS
14082,1,IS
112388,1,IS
14087,1,IS
14090,1,IS
112400,1,IS
14098,1,IS
14101,1,IS
14102,1,IS
46870,1,IS
112416,1,IS
14116,1,IS
14118,1,IS
79656,1,IS
46898,1,IS
46900,1,IS
46902,1,IS
46903,1,IS
14136,1,IS
79670,1,IS
14138,1,IS
112443,1,IS
79677,1,IS
46910,1,IS
112449,1,IS
112462,1,IS
14164,1,IS
46932,1,IS
79703,1,IS
112474,1,IS
14174,1,IS
46944,1,IS
79715,1,IS
79717,1,IS
14189,1,IS
14191,1,IS
14193,1,IS
112497,1,IS
14196,1,IS
113543,1,IS
14209,1,IS
14210,1,IS
112516,1,IS
113544,1,IS
113545,1,IS
46990,1,IS
113546,1,IS
46992,1,IS
112528,1,IS
79765,1,IS
14231,1,IS
46999,1,IS
14235,1,IS
47003,1,IS
14237,1,IS
14238,1,IS
79774,1,IS
14240,1,IS
14246,1,IS
112553,1,IS
79786,1,IS
79787,1,IS
14253,1,IS
112557,1,IS
14259,1,IS
79797,1,IS
79798,1,IS
14268,1,IS
79818,1,IS
79820,1,IS
47054,1,IS
14289,1,IS
14290,1,IS
47065,1,IS
79834,1,IS
112601,1,IS
113562,1,IS
47077,1,IS
47082,1,IS
112625,1,IS
14333,1,IS
14334,1,IS
14335,1,IS
113568,1,IS
112641,1,IS
112642,1,IS
112643,1,IS
112644,1,IS
112645,1,IS
112646,1,IS
113569,1,IS
47106,1,IS
133109,1,IS
79885,1,IS
47119,1,IS
47121,1,IS
112658,1,IS
47123,1,IS
112659,1,IS
14364,1,IS
113574,1,IS
14367,1,IS
14370,1,IS
14378,1,IS
112687,1,IS
112688,1,IS
112690,1,IS
112693,1,IS
113579,1,IS
14393,1,IS
47162,1,IS
113581,1,IS
79940,1,IS
113583,1,IS
79956,1,IS
112725,1,IS
79958,1,IS
113586,1,IS
112728,1,IS
112731,1,IS
113587,1,IS
112734,1,IS
79973,1,IS
112743,1,IS
14443,1,IS
79980,1,IS
112749,1,IS
112751,1,IS
112752,1,IS
112753,1,IS
112755,1,IS
14453,1,IS
79990,1,IS
112757,1,IS
139644,1,IS
14460,1,IS
14461,1,IS
47230,1,IS
14463,1,IS
14464,1,IS
14465,1,IS
112768,1,IS
14467,1,IS
80004,1,IS
80005,1,IS
14470,1,IS
139647,1,IS
80008,1,IS
14473,1,IS
112779,1,IS
112780,1,IS
139648,1,IS
112782,1,IS
112785,1,IS
14492,1,IS
14499,1,IS
14503,1,IS
14506,1,IS
14508,1,IS
80055,1,IS
14520,1,IS
14521,1,IS
112823,1,IS
80083,1,IS
80089,1,IS
80091,1,IS
112860,1,IS
112862,1,IS
14560,1,IS
14561,1,IS
14562,1,IS
14563,1,IS
14564,1,IS
47332,1,IS
14566,1,IS
14567,1,IS
14568,1,IS
14569,1,IS
14570,1,IS
14571,1,IS
14572,1,IS
14573,1,IS
80102,1,IS
14575,1,IS
14576,1,IS
14577,1,IS
14578,1,IS
14579,1,IS
14580,1,IS
14581,1,IS
47345,1,IS
47348,1,IS
80112,1,IS
112885,1,IS
47354,1,IS
112886,1,IS
80124,1,IS
112892,1,IS
47361,1,IS
47362,1,IS
14596,1,IS
47365,1,IS
112901,1,IS
112902,1,IS
80140,1,IS
112909,1,IS
112911,1,IS
14610,1,IS
112915,1,IS
47381,1,IS
112917,1,IS
112918,1,IS
112922,1,IS
80155,1,IS
112924,1,IS
112925,1,IS
112926,1,IS
112929,1,IS
112930,1,IS
112932,1,IS
47397,1,IS
80166,1,IS
112933,1,IS
112934,1,IS
14633,1,IS
14636,1,IS
47407,1,IS
14640,1,IS
80175,1,IS
112944,1,IS
112948,1,IS
112949,1,IS
112950,1,IS
47416,1,IS
112954,1,IS
112955,1,IS
112956,1,IS
112957,1,IS
80191,1,IS
80192,1,IS
47425,1,IS
112959,1,IS
80196,1,IS
112964,1,IS
112965,1,IS
112966,1,IS
112976,1,IS
112980,1,IS
47448,1,IS
47455,1,IS
80229,1,IS
112999,1,IS
47466,1,IS
47467,1,IS
47468,1,IS
47469,1,IS
47470,1,IS
113003,1,IS
113008,1,IS
14705,1,IS
14714,1,IS
14715,1,IS
80252,1,IS
14721,1,IS
80258,1,IS
113028,1,IS
113032,1,IS
113033,1,IS
14733,1,IS
14734,1,IS
14735,1,IS
14736,1,IS
14737,1,IS
14738,1,IS
14740,1,IS
80276,1,IS
14742,1,IS
113047,1,IS
113048,1,IS
14745,1,IS
113054,1,IS
14752,1,IS
47522,1,IS
80294,1,IS
80296,1,IS
14768,1,IS
14769,1,IS
113073,1,IS
113076,1,IS
14774,1,IS
47543,1,IS
80313,1,IS
80318,1,IS
80319,1,IS
80324,1,IS
80327,1,IS
80328,1,IS
80329,1,IS
80330,1,IS
80331,1,IS
14796,1,IS
80332,1,IS
80334,1,IS
80335,1,IS
113098,1,IS
113099,1,IS
113100,1,IS
113101,1,IS
113102,1,IS
113103,1,IS
47575,1,IS
80344,1,IS
113114,1,IS
47579,1,IS
113115,1,IS
47584,1,IS
113122,1,IS
113123,1,IS
113125,1,IS
113127,1,IS
47593,1,IS
14826,1,IS
14828,1,IS
113132,1,IS
47598,1,IS
47599,1,IS
14832,1,IS
47600,1,IS
14836,1,IS
47606,1,IS
14839,1,IS
14840,1,IS
14841,1,IS
47607,1,IS
113145,1,IS
113146,1,IS
14846,1,IS
14847,1,IS
113153,1,IS
113154,1,IS
14852,1,IS
14853,1,IS
80389,1,IS
80390,1,IS
14856,1,IS
113161,1,IS
47626,1,IS
80395,1,IS
80396,1,IS
80394,1,IS
47637,1,IS
113174,1,IS
14872,1,IS
14873,1,IS
14874,1,IS
80410,1,IS
80414,1,IS
47651,1,IS
80419,1,IS
113190,1,IS
47656,1,IS
47660,1,IS
47661,1,IS
14895,1,IS
113199,1,IS
